Customer_Attrition,Gender,Marital_Status,Months_Inactive,Total_Transaction_Amount,Total_Transaction_Count
Existing Customer,M,Divorced,3,4462,88
Existing Customer,F,Single,2,1894,49
Existing Customer,M,Married,1,4740,88
Existing Customer,F,Single,2,1689,36
Existing Customer,M,Single,1,4533,78
Attrited Customer,M,Single,1,1427,36
Attrited Customer,M,Married,3,1657,43
Existing Customer,F,Married,1,3698,65
Existing Customer,M,Single,2,3514,63
Existing Customer,M,Divorced,3,3240,54
Existing Customer,F,Single,3,4160,70
Existing Customer,M,Single,2,3018,80
Existing Customer,M,Single,1,3607,59
Existing Customer,M,Married,2,1494,36
Existing Customer,M,Married,2,1532,24
Existing Customer,F,Single,1,4256,70
Existing Customer,M,Unknown,3,2902,60
Existing Customer,M,Single,3,3522,74
Existing Customer,F,Married,2,3413,66
Existing Customer,M,Single,2,4172,84
Existing Customer,M,Single,2,4890,64
Existing Customer,M,Single,3,3396,63
Existing Customer,M,Single,2,3784,67
Existing Customer,F,Single,1,3640,56
Existing Customer,M,Single,2,3602,72
Existing Customer,M,Single,1,2878,63
Existing Customer,M,Single,1,3542,60
Existing Customer,M,Married,1,3323,66
Existing Customer,F,Unknown,1,3777,75
Attrited Customer,M,Unknown,2,1632,44
Existing Customer,F,Unknown,2,3453,72
Existing Customer,F,Single,2,2464,92
Existing Customer,F,Single,3,2807,65
Existing Customer,M,Single,1,3556,68
Existing Customer,M,Single,1,3625,73
Existing Customer,M,Single,2,4444,72
Existing Customer,F,Single,3,4293,83
Existing Customer,F,Married,1,2433,41
Existing Customer,M,Married,1,3297,66
Existing Customer,M,Divorced,3,3752,71
Existing Customer,M,Single,2,2686,59
Existing Customer,M,Married,1,2051,36
Existing Customer,M,Single,2,3550,68
Existing Customer,M,Single,2,2968,65
Attrited Customer,M,Married,3,1995,39
Existing Customer,M,Single,1,3986,64
Existing Customer,F,Single,3,3283,74
Existing Customer,F,Married,1,3410,69
Existing Customer,F,Divorced,3,4632,67
Existing Customer,M,Married,1,3560,71
Existing Customer,M,Single,2,3042,73
Existing Customer,M,Single,3,2118,52
Existing Customer,F,Married,2,3939,69
Existing Customer,M,Single,3,3060,60
Existing Customer,M,Single,2,3982,72
Existing Customer,F,Divorced,2,2058,70
Existing Customer,M,Single,1,3519,70
Attrited Customer,F,Married,3,2272,42
Existing Customer,F,Divorced,1,3731,53
Existing Customer,F,Single,1,2366,62
Existing Customer,M,Unknown,1,3912,76
Existing Customer,F,Married,3,2078,42
Existing Customer,F,Married,1,2666,46
Existing Customer,M,Unknown,2,3612,59
Existing Customer,F,Divorced,3,3530,61
Existing Customer,F,Married,1,1570,40
Attrited Customer,M,Single,4,1898,42
Existing Customer,F,Single,1,4028,81
Existing Customer,F,Married,3,3242,74
Existing Customer,M,Married,1,3815,65
Existing Customer,F,Single,3,2671,67
Existing Customer,M,Single,2,1876,35
Existing Customer,F,Married,2,4208,86
Existing Customer,M,Single,3,2481,42
Attrited Customer,M,Single,4,1693,25
Existing Customer,F,Single,1,2311,43
Existing Customer,M,Married,3,3420,81
Existing Customer,M,Divorced,3,3434,65
Existing Customer,F,Divorced,1,4758,83
Existing Customer,M,Single,1,3938,69
Existing Customer,M,Married,2,2880,69
Existing Customer,M,Married,3,1941,51
Existing Customer,M,Single,3,2067,59
Existing Customer,M,Married,2,3748,64
Existing Customer,M,Single,2,3458,71
Existing Customer,F,Single,3,3364,69
Existing Customer,M,Single,3,4253,73
Existing Customer,F,Married,1,3472,51
Existing Customer,F,Single,1,4456,79
Existing Customer,M,Married,4,2143,41
Existing Customer,F,Single,3,3024,64
Existing Customer,F,Married,3,3848,74
Existing Customer,M,Married,2,2291,40
Existing Customer,M,Single,2,3260,63
Existing Customer,F,Single,3,4433,68
Existing Customer,M,Divorced,1,4544,84
Existing Customer,M,Single,2,3595,68
Existing Customer,F,Divorced,3,3758,61
Existing Customer,M,Married,3,3092,67
Existing Customer,F,Married,2,3299,64
Existing Customer,M,Married,2,4029,72
Existing Customer,F,Divorced,3,3754,58
Existing Customer,F,Single,3,3825,70
Attrited Customer,M,Married,1,2136,40
Existing Customer,M,Married,2,4071,67
Existing Customer,M,Married,2,3204,64
Existing Customer,M,Married,3,3281,63
Existing Customer,F,Single,2,2652,64
Existing Customer,M,Single,3,3230,64
Existing Customer,F,Divorced,1,4659,72
Attrited Customer,M,Single,1,1995,54
Existing Customer,M,Single,2,3240,65
Existing Customer,M,Married,3,4251,60
Existing Customer,F,Single,3,4037,68
Attrited Customer,F,Married,3,1224,31
Existing Customer,M,Unknown,1,3660,59
Existing Customer,M,Married,2,3650,80
Existing Customer,F,Single,2,3323,56
Existing Customer,M,Divorced,1,2198,41
Existing Customer,F,Single,3,4274,64
Existing Customer,F,Married,3,3400,76
Existing Customer,M,Single,2,2927,73
Existing Customer,F,Single,4,3474,67
Existing Customer,F,Unknown,5,1966,43
Existing Customer,F,Single,1,3328,61
Existing Customer,F,Single,3,4548,69
Existing Customer,M,Married,3,3792,77
Existing Customer,M,Married,2,3503,66
Attrited Customer,M,Single,3,3029,49
Existing Customer,F,Single,3,3646,77
Attrited Customer,M,Single,3,1805,46
Existing Customer,M,Single,3,3204,68
Existing Customer,M,Single,1,3435,65
Existing Customer,M,Married,3,2006,34
Existing Customer,F,Married,1,3584,57
Existing Customer,F,Single,3,3789,72
Existing Customer,M,Unknown,2,4542,77
Attrited Customer,M,Unknown,3,2098,46
Existing Customer,F,Single,3,4175,67
Existing Customer,F,Married,1,5054,73
Existing Customer,M,Single,3,4288,72
Existing Customer,M,Single,3,3787,68
Existing Customer,F,Single,2,3395,63
Existing Customer,M,Married,2,3311,84
Attrited Customer,M,Single,3,1643,43
Existing Customer,M,Married,2,4178,69
Existing Customer,M,Married,6,3463,65
Existing Customer,M,Married,3,1809,23
Attrited Customer,M,Divorced,4,1641,35
Existing Customer,F,Single,2,3403,68
Existing Customer,M,Married,1,1453,26
Attrited Customer,F,Single,2,2003,29
Existing Customer,M,Single,1,3596,69
Existing Customer,F,Single,3,4458,63
Existing Customer,M,Single,3,4422,70
Existing Customer,F,Married,3,2624,46
Existing Customer,M,Single,2,3511,73
Existing Customer,M,Married,2,3776,70
Existing Customer,M,Single,1,3368,69
Existing Customer,F,Single,2,4312,84
Attrited Customer,F,Single,2,1904,42
Existing Customer,F,Married,1,5169,84
Existing Customer,F,Married,3,1723,28
Existing Customer,M,Single,3,3259,80
Existing Customer,F,Single,3,2681,57
Existing Customer,M,Single,2,2040,65
Existing Customer,M,Married,3,3730,66
Existing Customer,M,Single,2,4895,66
Attrited Customer,M,Unknown,3,2066,37
Existing Customer,F,Married,2,4034,82
Existing Customer,M,Married,1,3170,57
Existing Customer,M,Married,1,2512,56
Existing Customer,M,Single,1,4112,80
Existing Customer,M,Unknown,3,4314,82
Attrited Customer,M,Single,3,2136,54
Existing Customer,M,Single,3,3809,71
Existing Customer,F,Single,2,3374,45
Attrited Customer,M,Married,2,1360,33
Existing Customer,M,Married,3,4276,69
Attrited Customer,M,Single,1,2308,44
Existing Customer,F,Single,3,4092,77
Existing Customer,F,Married,3,3704,70
Existing Customer,M,Divorced,2,4109,71
Existing Customer,M,Divorced,1,3723,58
Attrited Customer,F,Married,2,1893,41
Existing Customer,M,Single,5,4719,70
Existing Customer,M,Married,3,1842,32
Existing Customer,F,Unknown,3,3996,71
Existing Customer,M,Married,1,3775,62
Existing Customer,M,Single,1,3571,58
Existing Customer,M,Unknown,1,3438,66
Existing Customer,M,Married,3,4228,83
Existing Customer,M,Married,2,4017,80
Existing Customer,M,Married,3,4127,70
Existing Customer,M,Single,2,3766,83
Existing Customer,F,Divorced,2,3632,50
Existing Customer,M,Married,2,1734,38
Existing Customer,M,Single,1,1635,31
Attrited Customer,M,Single,3,1830,36
Existing Customer,F,Married,3,4079,67
Existing Customer,M,Married,6,3830,77
Existing Customer,M,Unknown,3,1898,36
Existing Customer,M,Married,2,4047,75
Existing Customer,M,Married,3,3520,68
Existing Customer,M,Single,3,2597,71
Existing Customer,M,Married,3,3436,74
Existing Customer,M,Divorced,2,3772,62
Attrited Customer,M,Married,3,1866,37
Existing Customer,M,Divorced,3,4836,68
Existing Customer,F,Single,3,3669,58
Existing Customer,F,Divorced,3,3543,52
Existing Customer,M,Divorced,2,2862,78
Existing Customer,M,Single,1,3812,64
Existing Customer,F,Married,2,1770,46
Attrited Customer,M,Married,3,2356,40
Existing Customer,M,Single,3,4212,75
Existing Customer,M,Single,3,3851,65
Existing Customer,M,Unknown,2,4421,89
Existing Customer,M,Single,2,3392,80
Existing Customer,F,Married,2,3230,65
Existing Customer,F,Married,2,4253,91
Existing Customer,M,Unknown,2,3737,73
Existing Customer,F,Married,3,3405,76
Existing Customer,M,Single,3,3533,73
Existing Customer,F,Divorced,2,3829,74
Existing Customer,M,Married,2,3811,61
Existing Customer,F,Single,3,3952,80
Existing Customer,F,Single,1,4550,84
Existing Customer,F,Single,2,3313,69
Existing Customer,M,Single,2,4039,72
Existing Customer,M,Married,3,3653,77
Existing Customer,M,Unknown,1,4077,70
Existing Customer,M,Single,1,3975,63
Existing Customer,M,Single,3,2637,68
Existing Customer,M,Single,1,3717,67
Existing Customer,M,Single,1,4820,74
Existing Customer,M,Married,3,3256,71
Existing Customer,F,Single,3,4409,75
Existing Customer,M,Married,2,3274,69
Existing Customer,M,Single,3,1821,53
Existing Customer,M,Single,3,1908,37
Existing Customer,M,Single,3,3688,65
Existing Customer,M,Divorced,1,3974,70
Existing Customer,F,Single,2,4065,79
Existing Customer,M,Single,3,4095,67
Existing Customer,F,Divorced,3,4163,77
Existing Customer,F,Divorced,2,3658,66
Existing Customer,M,Single,2,2489,38
Existing Customer,M,Single,3,4498,73
Existing Customer,M,Single,3,2220,53
Existing Customer,M,Unknown,2,3213,52
Existing Customer,M,Unknown,3,2528,52
Attrited Customer,F,Unknown,3,1598,40
Existing Customer,M,Single,2,3906,77
Existing Customer,M,Single,2,4456,85
Attrited Customer,F,Married,3,1913,35
Existing Customer,M,Married,3,4503,69
Existing Customer,F,Married,1,3270,58
Existing Customer,F,Single,1,2934,80
Existing Customer,F,Single,2,3704,60
Existing Customer,M,Unknown,1,3788,76
Existing Customer,F,Single,2,3966,57
Existing Customer,M,Single,3,2665,65
Existing Customer,M,Single,2,3364,61
Attrited Customer,F,Single,3,2260,46
Attrited Customer,F,Married,3,2134,42
Existing Customer,F,Single,3,3157,59
Existing Customer,F,Single,5,3651,60
Existing Customer,F,Single,3,2645,63
Attrited Customer,M,Single,3,2325,45
Existing Customer,M,Married,1,3526,64
Existing Customer,F,Single,3,3170,70
Existing Customer,M,Single,3,4270,62
Existing Customer,F,Single,1,2596,59
Existing Customer,M,Unknown,3,4255,75
Existing Customer,M,Married,1,3914,71
Existing Customer,M,Divorced,1,3494,67
Existing Customer,F,Single,2,4046,57
Existing Customer,M,Single,5,3696,72
Existing Customer,F,Single,1,4272,76
Existing Customer,F,Single,3,1936,58
Existing Customer,M,Single,2,3838,66
Existing Customer,M,Single,2,4960,73
Existing Customer,M,Unknown,2,4382,74
Existing Customer,F,Single,3,4216,67
Existing Customer,M,Single,2,3447,74
Attrited Customer,M,Single,2,1474,36
Existing Customer,M,Married,2,3853,71
Existing Customer,M,Married,3,3169,67
Existing Customer,F,Unknown,3,3534,78
Attrited Customer,M,Single,3,1480,37
Existing Customer,M,Single,5,4202,66
Existing Customer,F,Married,1,3308,54
Existing Customer,F,Married,1,3914,77
Existing Customer,M,Unknown,3,3654,65
Existing Customer,M,Married,2,1839,29
Existing Customer,M,Unknown,1,4631,76
Existing Customer,F,Unknown,1,4197,67
Existing Customer,F,Unknown,2,4372,65
Existing Customer,F,Married,2,2976,65
Attrited Customer,F,Married,3,1926,53
Attrited Customer,M,Divorced,2,1724,35
Existing Customer,M,Married,1,4526,82
Existing Customer,M,Married,2,4003,67
Existing Customer,M,Married,2,4269,92
Existing Customer,M,Single,2,3997,54
Existing Customer,F,Single,3,3639,76
Existing Customer,M,Single,3,3549,65
Attrited Customer,M,Single,3,1585,32
Existing Customer,F,Married,3,4496,61
Existing Customer,M,Divorced,2,2920,46
Existing Customer,F,Unknown,2,4178,66
Attrited Customer,F,Single,6,2288,48
Existing Customer,M,Single,3,2015,37
Existing Customer,M,Single,1,2377,56
Existing Customer,F,Married,3,4123,67
Existing Customer,M,Single,1,4059,66
Existing Customer,F,Divorced,1,2933,65
Existing Customer,M,Single,1,3582,69
Existing Customer,M,Single,3,3607,81
Existing Customer,F,Married,2,3697,77
Existing Customer,M,Married,3,4014,70
Existing Customer,M,Married,3,4630,74
Existing Customer,F,Single,1,3880,74
Existing Customer,M,Married,1,4191,65
Existing Customer,F,Single,3,5004,65
Existing Customer,M,Married,2,5554,64
Existing Customer,F,Married,2,4180,82
Existing Customer,M,Divorced,2,2600,60
Existing Customer,M,Married,2,3896,58
Existing Customer,M,Single,2,3718,75
Existing Customer,F,Unknown,1,3780,75
Existing Customer,F,Married,1,3507,69
Existing Customer,F,Single,3,4232,75
Attrited Customer,F,Divorced,3,1796,41
Existing Customer,M,Married,2,3890,74
Existing Customer,M,Single,3,3516,57
Existing Customer,M,Single,1,3046,73
Existing Customer,M,Divorced,2,3628,59
Existing Customer,M,Divorced,3,2584,66
Existing Customer,F,Unknown,3,3819,61
Existing Customer,M,Married,1,3769,73
Attrited Customer,M,Single,3,1954,46
Attrited Customer,F,Single,3,1844,37
Existing Customer,F,Single,2,3536,71
Existing Customer,M,Single,3,2150,43
Attrited Customer,M,Married,2,2310,57
Attrited Customer,F,Single,3,2692,29
Existing Customer,M,Single,1,3711,83
Existing Customer,F,Married,1,3163,73
Attrited Customer,M,Married,3,1632,42
Existing Customer,M,Single,2,3253,62
Existing Customer,F,Married,2,4772,83
Existing Customer,F,Single,3,4487,71
Existing Customer,M,Married,2,3446,56
Existing Customer,M,Single,6,2627,63
Attrited Customer,F,Married,3,2584,42
Existing Customer,F,Single,5,3755,77
Existing Customer,M,Unknown,2,3713,65
Existing Customer,F,Single,2,4259,79
Existing Customer,F,Married,3,1902,34
Existing Customer,M,Married,3,3172,55
Attrited Customer,M,Single,3,1822,36
Existing Customer,M,Married,3,3908,75
Existing Customer,M,Unknown,1,1807,58
Existing Customer,M,Single,1,3139,54
Existing Customer,M,Married,3,4065,77
Existing Customer,F,Single,3,2598,59
Existing Customer,F,Single,3,2004,25
Existing Customer,F,Single,2,3774,83
Existing Customer,F,Single,2,4712,76
Existing Customer,F,Single,2,4255,61
Attrited Customer,M,Single,5,2474,51
Existing Customer,M,Married,2,4281,72
Existing Customer,F,Single,3,3523,64
Existing Customer,M,Single,3,3203,54
Existing Customer,M,Single,1,3398,67
Existing Customer,F,Married,3,3967,72
Attrited Customer,M,Single,3,2129,42
Existing Customer,M,Married,1,4629,76
Existing Customer,M,Divorced,3,1701,44
Existing Customer,F,Married,1,3825,67
Existing Customer,M,Married,1,3193,53
Existing Customer,M,Married,3,2043,52
Existing Customer,M,Single,3,3592,46
Existing Customer,F,Single,1,2025,36
Existing Customer,M,Married,2,4107,59
Existing Customer,F,Married,1,4558,56
Existing Customer,M,Divorced,2,2385,50
Existing Customer,F,Married,2,4064,70
Existing Customer,F,Married,2,4200,83
Existing Customer,F,Married,2,3863,67
Existing Customer,F,Unknown,3,4579,73
Existing Customer,M,Single,3,4449,81
Existing Customer,F,Married,2,3769,76
Existing Customer,F,Married,2,4439,70
Existing Customer,M,Divorced,3,2748,58
Existing Customer,M,Single,3,3034,51
Attrited Customer,F,Single,5,1861,46
Existing Customer,F,Unknown,1,4712,84
Existing Customer,F,Single,3,4351,62
Existing Customer,F,Married,3,3610,75
Existing Customer,M,Single,3,2344,34
Existing Customer,F,Single,1,3675,81
Attrited Customer,F,Married,3,1479,44
Existing Customer,F,Married,1,3144,62
Existing Customer,M,Single,2,4505,74
Existing Customer,M,Married,2,1425,27
Existing Customer,F,Unknown,4,2521,50
Existing Customer,M,Single,1,2681,55
Existing Customer,M,Married,2,1789,42
Existing Customer,F,Married,2,3492,69
Existing Customer,F,Single,1,4154,60
Existing Customer,M,Married,2,3342,52
Existing Customer,M,Unknown,3,3699,77
Existing Customer,M,Single,3,3366,82
Attrited Customer,F,Married,3,1913,34
Attrited Customer,M,Single,3,1430,37
Existing Customer,F,Unknown,2,2190,30
Existing Customer,M,Single,1,3566,76
Existing Customer,F,Married,2,4098,68
Attrited Customer,M,Married,2,1905,42
Existing Customer,F,Single,1,2111,38
Existing Customer,M,Married,2,3576,77
Existing Customer,M,Unknown,1,3756,57
Existing Customer,F,Married,1,3197,70
Existing Customer,M,Single,1,3183,69
Existing Customer,M,Divorced,1,3527,69
Existing Customer,M,Single,1,3817,70
Attrited Customer,F,Married,3,2104,40
Existing Customer,F,Married,2,4345,69
Existing Customer,F,Single,3,2051,49
Attrited Customer,M,Married,2,1884,33
Existing Customer,M,Married,3,3754,77
Existing Customer,F,Married,2,4422,71
Existing Customer,M,Single,3,2484,55
Existing Customer,M,Single,2,3572,55
Attrited Customer,F,Single,3,2122,46
Existing Customer,M,Single,2,2247,41
Existing Customer,M,Married,1,3838,66
Existing Customer,F,Single,1,4101,80
Existing Customer,M,Single,1,4252,70
Existing Customer,M,Divorced,2,3455,80
Existing Customer,M,Married,2,3557,64
Existing Customer,F,Married,2,4006,82
Existing Customer,M,Married,2,4063,62
Existing Customer,M,Married,3,5274,66
Existing Customer,M,Divorced,5,3342,76
Existing Customer,M,Single,3,4437,50
Existing Customer,M,Married,3,3578,71
Existing Customer,F,Married,3,4430,76
Existing Customer,M,Single,2,3412,72
Attrited Customer,M,Single,3,2534,43
Existing Customer,F,Single,2,3211,69
Attrited Customer,M,Married,2,2178,41
Attrited Customer,M,Single,2,1797,35
Existing Customer,F,Married,3,3490,66
Existing Customer,F,Married,1,4249,75
Existing Customer,M,Single,3,4072,72
Existing Customer,F,Unknown,1,4435,88
Existing Customer,F,Single,2,3896,65
Existing Customer,F,Married,3,2781,57
Existing Customer,F,Married,3,4100,74
Existing Customer,M,Married,2,3495,70
Existing Customer,F,Single,1,3935,76
Existing Customer,F,Married,4,3632,62
Existing Customer,M,Unknown,2,3839,73
Existing Customer,F,Married,1,4364,88
Existing Customer,M,Single,3,3184,61
Existing Customer,M,Single,3,3456,72
Existing Customer,F,Single,2,2088,37
Existing Customer,M,Single,2,3481,51
Attrited Customer,M,Married,3,1758,51
